date,total_admissions,deaths,icu_utilization,bed_occupancy
2021-03-09,5128.0,635.0,0.6670435886398708,0.6831933187992445
2021-03-10,5178.0,607.0,0.6763247687947649,0.701628773931064
2021-03-11,4946.0,567.0,0.6716453800370196,0.7015909540774864
2021-03-12,5235.0,567.0,0.6677524002110522,0.6965687330457163
2021-03-13,4731.0,495.0,0.6512673598585079,0.6753201999701415
2021-03-14,4120.0,475.0,0.6252720375629081,0.6554955697587781
2021-03-15,4193.0,461.0,0.6362741009654563,0.6511632094800031
2021-03-16,5007.0,505.0,0.6603378284755304,0.680148361539227
2021-03-17,4937.0,486.0,0.6674585670750264,0.6968175654567169
2021-03-18,4931.0,541.0,0.6662497220738137,0.6957253924080584
2021-03-19,4911.0,560.0,0.66314228432532,0.691784077201079
2021-03-20,4881.0,487.0,0.6518417380582238,0.6710049990011966
2021-03-21,4139.0,482.0,0.6332212325869904,0.6552751994862216
2021-03-22,4245.0,528.0,0.6332972011758211,0.6562006479442595
2021-03-23,5290.0,455.0,0.6633465166146288,0.6853213198553348
2021-03-24,5208.0,473.0,0.6669314649133262,0.7009374779188631
2021-03-25,5276.0,502.0,0.6719651092750295,0.6998912411325722
2021-03-26,5189.0,555.0,0.6702303470850517,0.6952370487058832
2021-03-27,5068.0,430.0,0.6630125428020655,0.6724960932740894
2021-03-28,4707.0,387.0,0.6398437409474057,0.6572838859580599
2021-03-29,4509.0,447.0,0.6414016839388806,0.6562168266258751
