date,total_admissions,total_deaths,avg_icu_utilization,avg_bed_occupancy,year,month,day_of_week,is_weekend,lag_1,lag_7,lag_14,rolling_mean_7,rolling_mean_14,rolling_std_7
2021-06-07,1931.0,212.0,0.6464216683238305,0.677475118060239,2021,6,0,0,1970.0,2214.0,2831.0,2296.1428571428573,2527.5,269.36123735699806
2021-06-08,2344.0,225.0,0.6702176022258903,0.7056283443701796,2021,6,1,0,1931.0,2289.0,3253.0,2304.0,2462.5714285714284,269.9197411577811
2021-06-09,2225.0,226.0,0.6770368991413964,0.7203577429493768,2021,6,2,0,2344.0,2655.0,3059.0,2242.5714285714284,2403.0,221.27121905247637
2021-06-10,2216.0,250.0,0.6793218847891185,0.7189112707015486,2021,6,3,0,2225.0,2502.0,3039.0,2201.714285714286,2344.214285714286,189.5096429259503
2021-06-11,2234.0,237.0,0.6724502581681218,0.7110753818168128,2021,6,4,0,2216.0,2451.0,2854.0,2170.714285714286,2299.9285714285716,156.87331862128244
2021-06-12,2028.0,187.0,0.6544933460906419,0.6873566811582881,2021,6,5,1,2234.0,2275.0,2595.0,2135.4285714285716,2259.4285714285716,157.28515202534282
2021-06-13,1846.0,236.0,0.6380028136340218,0.6721297642622496,2021,6,6,1,2028.0,1970.0,2298.0,2117.714285714286,2227.1428571428573,183.77405900159263
2021-06-14,1823.0,183.0,0.6431534171271809,0.6750955093957447,2021,6,0,0,1846.0,1931.0,2214.0,2102.285714285714,2199.214285714286,205.33120747202744
2021-06-15,2020.0,180.0,0.6651349429971612,0.7001489414036214,2021,6,1,0,1823.0,2344.0,2289.0,2056.0,2180.0,176.21672262685271
2021-06-16,2062.0,196.0,0.6725271873042529,0.7174603666251524,2021,6,2,0,2020.0,2225.0,2655.0,2032.7142857142858,2137.6428571428573,160.20477966835801
2021-06-17,1954.0,188.0,0.661852756392852,0.713848153765254,2021,6,3,0,2062.0,2216.0,2502.0,1995.2857142857142,2098.5,139.51668273694125
2021-06-18,2003.0,194.0,0.6619275914691318,0.7104841510401196,2021,6,4,0,1954.0,2234.0,2451.0,1962.2857142857142,2066.5,93.31079659889417
2021-06-19,1842.0,181.0,0.6439241081113246,0.684824514294144,2021,6,5,1,2003.0,2028.0,2275.0,1935.7142857142858,2035.5714285714287,97.85144230883928
2021-06-20,1632.0,156.0,0.6265043409576183,0.6728639323761075,2021,6,6,1,1842.0,1846.0,1970.0,1905.142857142857,2011.4285714285713,150.05602128480137
2021-06-21,1667.0,183.0,0.6299685725224338,0.6724320608008727,2021,6,0,0,1632.0,1823.0,1931.0,1882.857142857143,1992.5714285714287,173.96784048732883
2021-06-22,2043.0,205.0,0.662688027415408,0.7062771200069282,2021,6,1,0,1667.0,2020.0,2344.0,1886.142857142857,1971.0714285714287,177.17733919388422
2021-06-23,1979.0,180.0,0.6704200018881564,0.7213183570255693,2021,6,2,0,2043.0,2062.0,2225.0,1874.2857142857142,1953.5,165.86311051161005
2021-06-24,1989.0,176.0,0.6667020813671782,0.7212860751364337,2021,6,3,0,1979.0,1954.0,2216.0,1879.2857142857142,1937.2857142857142,169.16137688191884
2021-06-25,1940.0,197.0,0.6584369437781996,0.7127362943629831,2021,6,4,0,1989.0,2003.0,2234.0,1870.2857142857142,1916.2857142857142,163.04775812192742
2021-06-26,1953.0,189.0,0.6477055723840369,0.6894040257743792,2021,6,5,1,1940.0,1842.0,2028.0,1886.142857142857,1910.9285714285713,165.2214963531018
2021-06-27,1801.0,160.0,0.628892881501333,0.6745875475354858,2021,6,6,1,1953.0,1632.0,1846.0,1910.2857142857142,1907.7142857142858,130.6199503467471
2021-06-28,1823.0,440.0,0.6274940298049205,0.6692492888213193,2021,6,0,0,1801.0,1667.0,1823.0,1932.5714285714287,1907.7142857142858,88.81039192741486
2021-06-29,2111.0,162.0,0.665710035838187,0.7084536737306629,2021,6,1,0,1823.0,2043.0,2020.0,1942.2857142857142,1914.2142857142858,105.12328363364661
2021-06-30,2150.0,174.0,0.6671438598939877,0.7203329818307114,2021,6,2,0,2111.0,1979.0,2062.0,1966.7142857142858,1920.5,131.60890836839351
2021-07-01,2098.0,186.0,0.6702788752119583,0.7171841239683373,2021,7,3,0,2150.0,1989.0,1954.0,1982.2857142857142,1930.7857142857142,140.81159313749794
2021-07-02,2358.0,201.0,0.6614740760758208,0.7092018394816358,2021,7,4,0,2098.0,1940.0,2003.0,2042.0,1956.142857142857,197.2223787167227
2021-07-03,2117.0,184.0,0.6400384510993905,0.6800199300106082,2021,7,5,1,2358.0,1953.0,1842.0,2065.4285714285716,1975.7857142857142,194.61145661968322
2021-07-04,1920.0,187.0,0.6249830872874772,0.6631976148452057,2021,7,6,1,2117.0,1801.0,1632.0,2082.4285714285716,1996.357142857143,171.48649814966453
2021-07-05,2003.0,188.0,0.6243795311484917,0.6555596200049322,2021,7,0,0,1920.0,1823.0,1667.0,2108.1428571428573,2020.357142857143,135.90613006958927
2021-07-06,2334.0,187.0,0.638128408307476,0.6745247198362978,2021,7,1,0,2003.0,2111.0,2043.0,2140.0,2041.142857142857,160.58331171082511
2021-07-07,2669.0,183.0,0.6732343731086694,0.7094890108917987,2021,7,2,0,2334.0,2150.0,1979.0,2214.1428571428573,2090.4285714285716,256.8990908064082
2021-07-08,2708.0,188.0,0.6717474450230323,0.7215638359868258,2021,7,3,0,2669.0,2098.0,1989.0,2301.285714285714,2141.785714285714,309.0931436130346
2021-07-09,2788.0,178.0,0.6727005567541513,0.7164373315881678,2021,7,4,0,2708.0,2358.0,1940.0,2362.714285714286,2202.3571428571427,360.66869113068515
2021-07-10,2804.0,201.0,0.6582144096148453,0.6996210914323696,2021,7,5,1,2788.0,2117.0,1953.0,2460.8571428571427,2263.1428571428573,375.815747661661
2021-07-11,2604.0,173.0,0.6455238658137562,0.6824452698839347,2021,7,6,1,2804.0,1920.0,1801.0,2558.5714285714284,2320.5,291.1333355142217
2021-07-12,2814.0,211.0,0.653914881823812,0.685276529209313,2021,7,0,0,2604.0,2003.0,1823.0,2674.4285714285716,2391.285714285714,168.90614469078176
2021-07-13,3342.0,220.0,0.6843649932434357,0.7123417332418446,2021,7,1,0,2814.0,2334.0,2111.0,2818.4285714285716,2479.214285714286,243.51034005623578
2021-07-14,3279.0,224.0,0.6927904798307182,0.7262299779401516,2021,7,2,0,3342.0,2669.0,2150.0,2905.5714285714284,2559.8571428571427,286.4797009347033
2021-07-15,3511.0,220.0,0.6862319619468795,0.7278923599266264,2021,7,3,0,3279.0,2708.0,2098.0,3020.285714285714,2660.785714285714,348.28566545570465
2021-07-16,3741.0,225.0,0.6809523347793188,0.7226502461607136,2021,7,4,0,3511.0,2788.0,2358.0,3156.4285714285716,2759.5714285714284,421.0197371236146
2021-07-17,3792.0,246.0,0.6700717537195325,0.7021228252676284,2021,7,5,1,3741.0,2804.0,2117.0,3297.5714285714284,2879.214285714286,447.92888466173343
2021-07-18,3593.0,256.0,0.6575970332154307,0.6868587576414656,2021,7,6,1,3792.0,2604.0,1920.0,3438.8571428571427,2998.714285714286,334.2521147135726
2021-07-19,3958.0,236.0,0.6624253152443532,0.69183429650039,2021,7,0,0,3593.0,2814.0,2003.0,3602.285714285714,3138.3571428571427,245.78019603280546
2021-07-20,4740.0,230.0,0.6909212759483766,0.7207804842348502,2021,7,1,0,3958.0,3342.0,2334.0,3802.0,3310.214285714286,467.24226407010025
2021-07-21,4768.0,272.0,0.6964746889132745,0.7317505638313697,2021,7,2,0,4740.0,3279.0,2669.0,4014.714285714286,3460.1428571428573,524.8471886450301
2021-07-22,5267.0,287.0,0.6973756327334485,0.7306321009454635,2021,7,3,0,4768.0,3511.0,2708.0,4265.571428571428,3642.9285714285716,648.9444909859186
2021-07-23,5386.0,279.0,0.693371729824699,0.7243860299406126,2021,7,4,0,5267.0,3741.0,2788.0,4500.571428571428,3828.5,721.1545967273405
2021-07-24,5580.0,350.0,0.6804573772440197,0.7048008009863009,2021,7,5,1,5386.0,3792.0,2804.0,4756.0,4026.785714285714,744.6218279547596
2021-07-25,5364.0,329.0,0.6657218455733378,0.6929507333470738,2021,7,6,1,5580.0,3593.0,2604.0,5009.0,4223.928571428572,562.1094199531098
2021-07-26,5837.0,330.0,0.6773152744296299,0.6936215514575755,2021,7,0,0,5364.0,3958.0,2814.0,5277.428571428572,4439.857142857143,402.57664162364705
2021-07-27,6832.0,384.0,0.699178856653629,0.7205435510904302,2021,7,1,0,5837.0,4740.0,3342.0,5576.285714285715,4689.142857142857,642.2695992301524
2021-07-28,7057.0,406.0,0.7053244123460835,0.7316235410272396,2021,7,2,0,6832.0,4768.0,3279.0,5903.285714285715,4959.0,737.760962707611
2021-07-29,7212.0,382.0,0.7074700607378046,0.7330650658675284,2021,7,3,0,7057.0,5267.0,3511.0,6181.142857142857,5223.357142857143,819.8769071373861
2021-07-30,7984.0,439.0,0.7067787815821982,0.7281685641448279,2021,7,4,0,7212.0,5386.0,3741.0,6552.285714285715,5526.428571428572,973.5674457522679
2021-07-31,8040.0,447.0,0.6888823008706729,0.706845107792824,2021,7,5,1,7984.0,5580.0,3792.0,6903.714285714285,5829.857142857143,1007.5085962058067
2021-08-01,7400.0,482.0,0.6802625580953258,0.6930674032830465,2021,8,6,1,8040.0,5364.0,3593.0,7194.571428571428,6101.785714285715,749.8706237618436
2021-08-02,7877.0,522.0,0.6865174698934664,0.6977140243439088,2021,8,0,0,7400.0,5837.0,3958.0,7486.0,6381.714285714285,483.3959729524966
